orgId,nameOfficial,img,division
76,Bridgewater State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bridgewater-st.svg,III
79,Brooklyn College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/brooklyn.svg,III
80,Brown University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/brown.svg,I
81,Bryant University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bryant.svg,I
30188,Bryn Athyn College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bryn-athyn.svg,III
82,Bryn Mawr College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bryn-mawr.svg,III
83,Bucknell University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/bucknell.svg,I
84,Buena Vista University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/buena-vista.svg,III
87,Butler University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/butler.svg,I
77,Brigham Young University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/byu.svg,I
1305,Cairn University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cairn.svg,III
30135,California Baptist University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/california-baptist.svg,I
105,California Lutheran University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cal-lutheran.svg,III
291,"California State Polytechnic University, Humboldt",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/humboldt-st.svg,II
995,Caldwell University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/caldwell.svg,II
89,California Institute of Technology,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/caltech.svg,III
996,Cameron University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cameron.svg,II
115,Campbell University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/campbell.svg,I
117,Capital University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/capital.svg,III
118,Carleton College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/carleton.svg,III
119,Carnegie Mellon University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/carnegie-mellon.svg,III
121,Carthage College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/carthage.svg,III
122,Case Western Reserve University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/case.svg,III
1001,Catawba College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/catawba.svg,II
124,Catholic University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/catholic.svg,III
14795,Cedar Crest College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cedar-crest.svg,III
30124,Cedarville University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cedarville.svg,II
126,Central College (Iowa),https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-ia.svg,III
1004,University of Central Arkansas,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-ark.svg,I
127,Central Connecticut State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-conn-st.svg,I
129,Central Michigan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-mich.svg,I
130,University of Central Missouri,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-mo.svg,II
1009,University of Central Oklahoma,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-okla.svg,II
30049,Central State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-st-oh.svg,II
1010,Central Washington University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/central-wash.svg,II
132,Centre College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/centre.svg,III
1012,Chadron State College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chadron-st.svg,II
133,Chaminade University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chaminade.svg,II
134,Chapman University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chapman.svg,III
48,Charleston Southern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/charleston-so.svg,I
10972,Chatham University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chatham.svg,III
21323,Chestnut Hill College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chestnut-hill.svg,II
137,University of Chicago,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chicago.svg,III
136,Chicago State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chicago-st.svg,I
95,"California State University, Chico",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chico-st.svg,II
8875,Chowan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chowan.svg,II
139,Christopher Newport University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/chris-newport.svg,III
1015,Christian Brothers University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/christian-bros.svg,II
140,University of Cincinnati,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cincinnati.svg,I
141,The Citadel,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/citadel.svg,I
30058,Claflin University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/claflin.svg,II
144,Clark Atlanta University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/clark-atlanta.svg,II
146,Clarkson University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/clarkson.svg,III
147,Clemson University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/clemson.svg,I
148,Cleveland State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cleveland-st.svg,I
722,U.S. Coast Guard Academy,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coast-guard.svg,III
149,Coastal Carolina University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coastal-caro.svg,I
150,Coe College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coe.svg,III
1023,Coker University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coker.svg,II
151,Colby College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colby.svg,III
152,Colby-Sawyer College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colby-sawyer.svg,III
153,Colgate University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colgate.svg,I
11403,Colorado Christian University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colo-christian.svg,II
154,Colorado College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-col.svg,III
11416,Colorado Mesa University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-mesa.svg,II
155,Colorado School of Mines,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-mines.svg,II
156,Colorado State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-st.svg,I
158,Columbia University-Barnard College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/columbia.svg,I
1028,Concord University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/concord.svg,II
24400,Concordia University Texas,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-tx.svg,III
1036,Concordia University Wisconsin,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-wi.svg,III
160,Concordia University Chicago,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-chicago.svg,III
30199,Concordia University Irvine,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-irvine.svg,II
9081,"Concordia University, St. Paul",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-st-paul.svg,II
164,University of Connecticut,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/uconn.svg,I
163,Connecticut College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/connecticut-col.svg,III
165,Coppin State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/coppin-st.svg,I
167,Cornell University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cornell.svg,I
166,Cornell College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/cornell-college.svg,III
30111,Covenant College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/covenant.svg,III
169,Creighton University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/creighton.svg,I
170,Curry College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/curry.svg,III
1044,University of Dallas,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dallas.svg,III
1045,Dallas Baptist University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dallas-baptist.svg,II
172,Dartmouth College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dartmouth.svg,I
30221,Davenport University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/davenport.svg,II
173,Davidson College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/davidson.svg,I
175,University of Dayton,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dayton.svg,I
30219,Dean College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dean-college.svg,III
180,University of Delaware,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/delaware.svg,I
178,Delaware State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/delaware-st.svg,I
182,Denison University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/denison.svg,III
183,University of Denver,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/denver.svg,I
176,DePaul University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/depaul.svg,I
177,DePauw University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/depauw.svg,III
20,DeSales University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/desales.svg,III
185,Dickinson College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dickinson.svg,III
30118,Dominican University of California,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dominican-ca.svg,II
189,Drake University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/drake.svg,I
190,Drew University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/drew.svg,III
1057,Drury University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/drury.svg,II
192,University of Dubuque,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/dubuque.svg,III
193,Duke University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/duke.svg,I
194,Duquesne University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/duquesne.svg,I
195,Earlham College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/earlham.svg,III
196,East Carolina University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-carolina.svg,I
8965,East Central University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-central.svg,II
198,East Tennessee State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-tenn-st.svg,I
199,East Texas A&M University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-tex-am.svg,I
1062,East Texas Baptist University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-tex-baptist.svg,III
203,Eastern Mennonite University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/east-mennonite.svg,III
8968,Eastern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern.svg,III
200,Eastern Connecticut State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-conn-st.svg,III
201,Eastern Illinois University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-ill.svg,I
202,Eastern Kentucky University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-ky.svg,I
204,Eastern Michigan University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-mich.svg,I
206,Eastern New Mexico University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-nm.svg,II
207,Eastern Washington University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-wash.svg,I
208,Eckerd College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eckerd.svg,II
1066,Edgewood College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/edgewood.svg,III
210,Elizabeth City State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elizabeth-city-st.svg,II
211,Elizabethtown College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elizabethtown.svg,III
213,Elmira College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elmira.svg,III
532,Elms College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elms.svg,III
1068,Elon University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/elon.svg,I
214,Emerson College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emerson.svg,III
217,Emory University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emory.svg,III
1071,Emporia State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/emporia-st.svg,II
8981,Endicott College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/endicott.svg,III
1072,Erskine College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/erskine.svg,II
218,Eureka College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/eureka.svg,III
219,University of Evansville,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/evansville.svg,I
220,Fairfield University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fairfield.svg,I
1076,Fairmont State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fairmont-st.svg,II
27892,Farmingdale State College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/farmingdale-st.svg,III
223,Fayetteville State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fayetteville-st.svg,II
224,Ferris State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ferris-st.svg,II
225,Ferrum College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ferrum.svg,III
28755,Florida Gulf Coast University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fgcu.svg,I
1079,University of Findlay,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/findlay.svg,II
227,Fitchburg State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fitchburg-st.svg,III
231,Florida International University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fiu.svg,I
233,Florida Southern College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fla-southern.svg,II
30092,Flagler College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/flagler.svg,II
235,University of Florida,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida.svg,I
228,Florida A&M University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-am.svg,I
229,Florida Atlantic University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fla-atlantic.svg,I
234,Florida State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/florida-st.svg,I
11538,Fontbonne University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fontbonne.svg,III
236,Fordham University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fordham.svg,I
9011,Fort Hays State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-hays-st.svg,II
1083,Fort Lewis College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-lewis.svg,II
237,Fort Valley State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-valley-st.svg,II
238,Framingham State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/framingham-st.svg,III
1085,Francis Marion University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/francis-marion.svg,II
239,Franklin & Marshall College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/frank-marsh.svg,III
2694,Franklin College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin.svg,III
241,Franklin Pierce University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin-pierce.svg,II
30147,Fresno Pacific University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/fresno-pacific.svg,II
243,Frostburg State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/frostburg-st.svg,II
244,Furman University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/furman.svg,I
245,Gallaudet University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gallaudet.svg,III
246,Gannon University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gannon.svg,II
1092,Gardner-Webb University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gardner-webb.svg,I
30084,Geneva College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/geneva.svg,III
1094,George Fox University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-fox.svg,III
248,George Mason University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-mason.svg,I
249,George Washington University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/george-washington.svg,I
251,Georgetown University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgetown.svg,I
257,University of Georgia,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia.svg,I
1096,Georgia College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-college.svg,II
253,Georgia Southern University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/ga-southern.svg,I
254,Georgia State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgia-st.svg,I
9004,Georgian Court University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/georgian-court.svg,II
258,Gettysburg College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gettysburg.svg,III
8366,Goldey-Beacom College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/goldey-beacom.svg,II
260,Gonzaga University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gonzaga.svg,I
1099,Gordon College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gordon.svg,III
1467,Goucher College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/goucher.svg,III
261,Grambling State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grambling.svg,I
1104,Grand Canyon University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-canyon.svg,I
262,Grand Valley State University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-valley-st.svg,II
263,Greensboro College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/greensboro.svg,III
1111,Greenville University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/greenville.svg,III
264,Grinnell College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grinnell.svg,III
265,Grove City College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/grove-city.svg,III
1112,Guilford College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/guilford.svg,III
266,Gustavus Adolphus College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/gust-adolphus.svg,III
267,Hamilton College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hamilton.svg,III
268,Hamline University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hamline.svg,III
270,Hampton University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hampton.svg,I
1115,Hanover College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hanover.svg,III
1116,Harding University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/harding.svg,II
271,Hardin-Simmons University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hardin-simmons.svg,III
272,University of Hartford,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hartford.svg,III
273,Hartwick College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hartwick.svg,III
275,Harvard University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/harvard.svg,I
276,Haverford College,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/haverford.svg,III
277,"University of Hawaii, Manoa",https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hawaii.svg,I
2697,University of Hawaii at Hilo,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hawaii-hilo.svg,II
2696,Hawaii Pacific University,https://www.ncaa.com/sites/default/files/images/logos/schools/bgl/hawaii-pacific.svg,II
